Genotype,KRN,Year,Location,block,plot
Z025E0068,12,9,Curtiss,2,2523
Z025E0069,14,9,Curtiss,2,2524
Z025E0070,16,9,Curtiss,2,2525
Z025E0071,12,9,Curtiss,2,2526
Z025E0073,16,9,Curtiss,2,2527
Z025E0075,12,9,Curtiss,2,2528
Z025E0076,16,9,Curtiss,2,2529
Z025E0077,14,9,Curtiss,2,2530
Z025E0078,16,9,Curtiss,2,2531
Z025E0079,12,9,Curtiss,2,2532
Z025E0080,10,9,Curtiss,2,2533
Z025E0083,16,9,Curtiss,2,2534
Z025E0084,18,9,Curtiss,2,2535
Z025E0086,14,9,Curtiss,2,2536
Z025E0087,16,9,Curtiss,2,2537
Z025E0089,14,9,Curtiss,2,2538
Z025E0091,16,9,Curtiss,2,2539
Z025E0092,16,9,Curtiss,2,2540
Z025E0094,16,9,Curtiss,2,2541
Z025E0095,16,9,Curtiss,2,2542
Z025E0098,14,9,Curtiss,2,2543
Z025E0099,14,9,Curtiss,2,2544
Z025E0100,20,9,Curtiss,2,2545
Z025E0101,14,9,Curtiss,2,2546
Z025E0102,12,9,Curtiss,2,2547
Z025E0103,14,9,Curtiss,2,2548
Z025E0104,14,9,Curtiss,2,2549
Z025E0105,14,9,Curtiss,2,2550
Z025E0108,14,9,Curtiss,2,2551
Z025E0109,16,9,Curtiss,2,2552
Z025E0110,14,9,Curtiss,2,2553
Z025E0111,16,9,Curtiss,2,2554
Z025E0112,14,9,Curtiss,2,2555
Z025E0115,16,9,Curtiss,2,2556
Z025E0117,12,9,Curtiss,2,2557
Z025E0118,14,9,Curtiss,2,2558
Z025E0119,14,9,Curtiss,2,2559
Z025E0120,18,9,Curtiss,2,2560
Z025E0121,14,9,Curtiss,2,2561
Z025E0125,14,9,Curtiss,2,2562
Z025E0126,14,9,Curtiss,2,2563
Z025E0128,12,9,Curtiss,2,2564
Z025E0129,14,9,Curtiss,2,2565
Z025E0130,14,9,Curtiss,2,2566
Z025E0131,16,9,Curtiss,2,2567
Z025E0132,16,9,Curtiss,2,2568
Z025E0133,20,9,Curtiss,2,2569
Z025E0135,16,9,Curtiss,2,2570
Z025E0136,14,9,Curtiss,2,2571
Z025E0137,14,9,Curtiss,2,2572
Z025E0138,14,9,Curtiss,2,2573
Z025E0139,14,9,Curtiss,2,2574
Z025E0141,16,9,Curtiss,2,2575
Z025E0142,18,9,Curtiss,2,2576
Z025E0143,12,9,Curtiss,2,2577
Z025E0144,14,9,Curtiss,2,2578
Z025E0145,14,9,Curtiss,2,2579
Z025E0147,18,9,Curtiss,2,2580
Z025E0148,14,9,Curtiss,2,2581
Z025E0149,14,9,Curtiss,2,2582
Z025E0150,14,9,Curtiss,2,2583
Z025E0152,14,9,Curtiss,2,2584
Z025E0153,14,9,Curtiss,2,2585
Z025E0154,14,9,Curtiss,2,2586
Z025E0155,16,9,Curtiss,2,2587
Z025E0156,14,9,Curtiss,2,2588
Z025E0157,14,9,Curtiss,2,2589
Z025E0158,18,9,Curtiss,2,2590
Z025E0159,14,9,Curtiss,2,2591
Z025E0160,10,9,Curtiss,2,2592
Z025E0161,14,9,Curtiss,2,2593
Z025E0162,16,9,Curtiss,2,2594
Z025E0163,14,9,Curtiss,2,2595
Z025E0164,16,9,Curtiss,2,2596
Z025E0165,14,9,Curtiss,2,2597
Z025E0166,14,9,Curtiss,2,2598
Z025E0169,12,9,Curtiss,2,2599
Z025E0171,16,9,Curtiss,2,2600
Z025E0172,14,9,Curtiss,2,2601
Z025E0173,12,9,Curtiss,2,2602
Z025E0174,18,9,Curtiss,2,2603
Z025E0175,14,9,Curtiss,2,2604
Z025E0176,14,9,Curtiss,2,2605
Z025E0177,16,9,Curtiss,2,2606
Z025E0178,16,9,Curtiss,2,2607
Z025E0180,14,9,Curtiss,2,2608
Z025E0183,14,9,Curtiss,2,2610
Z025E0185,14,9,Curtiss,2,2611
Z025E0186,16,9,Curtiss,2,2612
Z025E0188,18,9,Curtiss,2,2614
Z025E0189,14,9,Curtiss,2,2615
Z025E0190,16,9,Curtiss,2,2616
Z025E0191,16,9,Curtiss,2,2617
Z025E0193,18,9,Curtiss,2,2619
Z025E0200,14,9,Curtiss,2,2622
Z025E0213,16,9,Curtiss,2,2623
Z025E0226,12,9,Curtiss,2,2624
Z025E0245,18,9,Curtiss,2,2625
Z025E0246,14,9,Curtiss,2,2626
Z025E0250,14,9,Curtiss,2,2627
Z013E0001,16,9,Curtiss,2,1452
Z013E0002,18,9,Curtiss,2,1453
Z013E0003,16,9,Curtiss,2,1454
Z013E0004,14,9,Curtiss,2,1455
Z013E0005,14,9,Curtiss,2,1456
Z013E0006,18,9,Curtiss,2,1457
Z013E0007,18,9,Curtiss,2,1458
Z013E0009,18,9,Curtiss,2,1459
Z013E0010,18,9,Curtiss,2,1460
Z013E0011,18,9,Curtiss,2,1461
Z013E0013,14,9,Curtiss,2,1462
Z013E0014,14,9,Curtiss,2,1463
Z013E0015,18,9,Curtiss,2,1464
Z013E0016,16,9,Curtiss,2,1465
Z013E0017,18,9,Curtiss,2,1466
Z013E0018,16,9,Curtiss,2,1467
Z013E0019,16,9,Curtiss,2,1468
Z013E0020,16,9,Curtiss,2,1469
Z013E0021,14,9,Curtiss,2,1470
Z013E0022,20,9,Curtiss,2,1471
Z013E0023,14,9,Curtiss,2,1472
Z013E0024,16,9,Curtiss,2,1473
Z013E0025,18,9,Curtiss,2,1474
Z013E0026,14,9,Curtiss,2,1475
Z013E0027,14,9,Curtiss,2,1476
Z013E0028,16,9,Curtiss,2,1477
Z013E0029,20,9,Curtiss,2,1478
Z013E0030,16,9,Curtiss,2,1479
Z013E0031,12,9,Curtiss,2,1480
Z013E0032,12,9,Curtiss,2,1481
Z013E0033,24,9,Curtiss,2,1482
Z013E0034,18,9,Curtiss,2,1483
Z013E0035,14,9,Curtiss,2,1484
Z013E0036,16,9,Curtiss,2,1485
Z013E0037,14,9,Curtiss,2,1486
Z013E0038,16,9,Curtiss,2,1487
Z013E0039,16,9,Curtiss,2,1488
Z013E0040,14,9,Curtiss,2,1489
Z013E0042,18,9,Curtiss,2,1490
Z013E0043,12,9,Curtiss,2,1491
Z013E0044,14,9,Curtiss,2,1492
Z013E0045,14,9,Curtiss,2,1493
Z013E0046,16,9,Curtiss,2,1494
Z013E0047,16,9,Curtiss,2,1495
Z013E0049,12,9,Curtiss,2,1496
Z013E0050,18,9,Curtiss,2,1497
Z013E0051,20,9,Curtiss,2,1498
Z013E0052,6,9,Curtiss,2,1499
Z013E0053,14,9,Curtiss,2,1500
Z013E0054,22,9,Curtiss,2,1501
Z013E0056,16,9,Curtiss,2,1502
Z013E0057,16,9,Curtiss,2,1503
Z013E0058,18,9,Curtiss,2,1504
Z013E0059,16,9,Curtiss,2,1505
Z013E0061,14,9,Curtiss,2,1506
Z013E0062,14,9,Curtiss,2,1507
Z013E0063,16,9,Curtiss,2,1508
Z013E0065,14,9,Curtiss,2,1509
Z013E0066,18,9,Curtiss,2,1510
Z013E0067,16,9,Curtiss,2,1511
Z013E0068,16,9,Curtiss,2,1512
Z013E0069,14,9,Curtiss,2,1513
Z013E0071,16,9,Curtiss,2,1514
Z013E0072,16,9,Curtiss,2,1515
Z013E0073,14,9,Curtiss,2,1516
Z013E0074,16,9,Curtiss,2,1517
Z013E0075,16,9,Curtiss,2,1518
Z013E0076,14,9,Curtiss,2,1519
Z013E0077,16,9,Curtiss,2,1520
Z013E0078,12,9,Curtiss,2,1521
Z013E0079,16,9,Curtiss,2,1522
Z013E0080,20,9,Curtiss,2,1523
Z013E0081,18,9,Curtiss,2,1524
Z013E0082,14,9,Curtiss,2,1525
Z013E0083,18,9,Curtiss,2,1526
Z013E0084,16,9,Curtiss,2,1527
Z013E0085,16,9,Curtiss,2,1528
Z013E0086,14,9,Curtiss,2,1529
Z013E0087,14,9,Curtiss,2,1530
Z013E0088,16,9,Curtiss,2,1531
Z013E0089,14,9,Curtiss,2,1532
Z013E0090,20,9,Curtiss,2,1533
Z013E0091,14,9,Curtiss,2,1534
Z013E0092,14,9,Curtiss,2,1535
Z013E0093,20,9,Curtiss,2,1536
Z013E0095,18,9,Curtiss,2,1537
Z013E0096,14,9,Curtiss,2,1538
Z013E0097,14,9,Curtiss,2,1539
Z013E0098,18,9,Curtiss,2,1540
Z013E0099,10,9,Curtiss,2,1541
Z013E0100,14,9,Curtiss,2,1542
Z013E0101,14,9,Curtiss,2,1543
Z013E0102,16,9,Curtiss,2,1544
Z013E0103,12,9,Curtiss,2,1545
Z013E0104,14,9,Curtiss,2,1546
Z013E0105,18,9,Curtiss,2,1547
Z013E0106,18,9,Curtiss,2,1548
Z013E0107,18,9,Curtiss,2,1549
Z013E0108,14,9,Curtiss,2,1550
Z013E0109,16,9,Curtiss,2,1551
Z013E0110,16,9,Curtiss,2,1552
Z013E0111,14,9,Curtiss,2,1553
Z013E0112,16,9,Curtiss,2,1554
Z013E0113,18,9,Curtiss,2,1555
Z013E0114,16,9,Curtiss,2,1556
Z013E0115,20,9,Curtiss,2,1557
Z013E0116,18,9,Curtiss,2,1558
Z013E0117,14,9,Curtiss,2,1559
Z013E0118,18,9,Curtiss,2,1560
Z013E0119,12,9,Curtiss,2,1561
Z013E0120,16,9,Curtiss,2,1562
Z013E0122,18,9,Curtiss,2,1563
Z013E0123,14,9,Curtiss,2,1564
Z013E0124,16,9,Curtiss,2,1565
Z013E0125,16,9,Curtiss,2,1566
Z013E0126,12,9,Curtiss,2,1567
Z013E0127,16,9,Curtiss,2,1568
Z013E0128,18,9,Curtiss,2,1569
Z013E0129,16,9,Curtiss,2,1570
Z013E0130,12,9,Curtiss,2,1571
Z013E0132,18,9,Curtiss,2,1573
Z013E0131,14,9,Curtiss,2,1572
Z013E0133,16,9,Curtiss,2,1574
Z013E0134,12,9,Curtiss,2,1575
Z013E0208,14,9,Curtiss,2,1576
Z013E0211,16,9,Curtiss,2,1577
Z013E0222,14,9,Curtiss,2,1578
Z013E0226,14,9,Curtiss,2,1579
Z013E0242,16,9,Curtiss,2,1580
Z013E0247,18,9,Curtiss,2,1581
Z024E0188,20,8,Curtiss,2,2467
Z024E0103,16,8,Curtiss,2,2408
Z024E0127,20,8,Curtiss,2,2428
Z024E0034,14,8,Curtiss,2,2352
Z024E0123,12,8,Curtiss,2,2425
Z024E0074,14,8,Curtiss,2,2383
Z011E0187,12,8,Curtiss,2,1263
Z024E0083,14,8,Curtiss,2,2389
Z024E0017,14,8,Curtiss,2,2336
Z024E0167,16,8,Curtiss,2,2457
Z011E0182,16,8,Curtiss,2,1259
Z024E0073,18,8,Curtiss,2,2382
Z024E0063,14,8,Curtiss,2,2379
Z024E0132,18,8,Curtiss,2,2433
Z024E0077,12,8,Curtiss,2,2386
Z024E0094,16,8,Curtiss,2,2400
Z024E0044,18,8,Curtiss,2,2362
Z024E0133,18,8,Curtiss,2,2434
Z024E0159,18,8,Curtiss,2,2451
Z024E0022,16,8,Curtiss,2,2340
Z024E0180,16,8,Curtiss,2,2462
Z024E0075,20,8,Curtiss,2,2384
Z024E0051,18,8,Curtiss,2,2368
Z024E0107,14,8,Curtiss,2,2412
Z024E0070,26,8,Curtiss,2,2380
Z011E0159,18,8,Curtiss,2,1245
Z024E0186,18,8,Curtiss,2,2465
Z024E0128,14,8,Curtiss,2,2429
Z024E0120,16,8,Curtiss,2,2423
Z024E0045,18,8,Curtiss,2,2363
Z024E0129,22,8,Curtiss,2,2430
Z024E0086,14,8,Curtiss,2,2392
Z011E0102,18,8,Curtiss,2,1190
Z024E0042,14,8,Curtiss,2,2360
Z011E0136,20,8,Curtiss,2,1222
Z024E0099,16,8,Curtiss,2,2404
Z024E0144,16,8,Curtiss,2,2443
Z011E0021,16,8,Curtiss,2,1112
Z024E0196,14,8,Curtiss,2,2470
Z024E0010,12,8,Curtiss,2,2329
Z011E0152,16,8,Curtiss,2,1238
Z019E0172,18,8,Curtiss,2,1911
Z011E0116,16,8,Curtiss,2,1203
Z024E0131,18,8,Curtiss,2,2432
Z011E0131,16,8,Curtiss,2,1217
Z024E0114,14,8,Curtiss,2,2419
Z011E0150,16,8,Curtiss,2,1236
Z011E0146,18,8,Curtiss,2,1232
Z011E0137,18,8,Curtiss,2,1223
Z024E0119,18,8,Curtiss,2,2422
Z019E0164,16,8,Curtiss,2,1903
Z024E0093,18,8,Curtiss,2,2399
Z011E0081,14,8,Curtiss,2,1169
Z024E0152,16,8,Curtiss,2,2447
Z024E0016,14,8,Curtiss,2,2335
Z024E0138,14,8,Curtiss,2,2439
Z011E0160,16,8,Curtiss,2,1246
Z011E0055,16,8,Curtiss,2,1146
Z011E0115,14,8,Curtiss,2,1202
Z019E0143,16,8,Curtiss,2,1882
Z011E0058,14,8,Curtiss,2,1149
Z024E0049,20,8,Curtiss,2,2366
Z019E0177,20,8,Curtiss,2,1916
Z024E0110,18,8,Curtiss,2,2415
Z024E0047,14,8,Curtiss,2,2365
Z024E0002,18,8,Curtiss,2,2323
Z019E0178,16,8,Curtiss,2,1917
Z011E0194,18,8,Curtiss,2,1270
Z011E0036,14,8,Curtiss,2,1127
Z011E0083,16,8,Curtiss,2,1171
Z019E0103,16,8,Curtiss,2,1842
Z024E0158,14,8,Curtiss,2,2450
Z019E0096,16,8,Curtiss,2,1835
Z019E0128,16,8,Curtiss,2,1867
Z019E0157,16,8,Curtiss,2,1896
Z024E0089,14,8,Curtiss,2,2395
Z024E0109,16,8,Curtiss,2,2414
Z019E0197,20,8,Curtiss,2,1934
Z024E0040,14,8,Curtiss,2,2358
Z024E0008,18,8,Curtiss,2,2327
Z011E0010,16,8,Curtiss,2,1101
Z024E0025,12,8,Curtiss,2,2343
Z019E0148,16,8,Curtiss,2,1887
Z024E0170,14,8,Curtiss,2,2459
Z024E0081,18,8,Curtiss,2,2388
Z011E0098,16,8,Curtiss,2,1186
Z024E0157,16,8,Curtiss,2,2449
Z024E0009,14,8,Curtiss,2,2328
Z011E0174,16,8,Curtiss,2,1255
Z011E0103,22,8,Curtiss,2,1191
Z011E0090,16,8,Curtiss,2,1178
Z024E0050,14,8,Curtiss,2,2367
Z019E0141,16,8,Curtiss,2,1880
Z019E0014,16,8,Curtiss,2,1754
Z024E0061,20,8,Curtiss,2,2377
Z011E0089,20,8,Curtiss,2,1177
Z019E0185,20,8,Curtiss,2,1924
Z011E0154,18,8,Curtiss,2,1240
Z019E0031,22,8,Curtiss,2,1771
Z024E0095,26,8,Curtiss,2,2401
Z019E0053,16,8,Curtiss,2,1793
Z019E0180,18,8,Curtiss,2,1919
Z011E0145,16,8,Curtiss,2,1231
Z019E0048,16,8,Curtiss,2,1788
Z011E0038,14,8,Curtiss,2,1129
Z019E0173,16,8,Curtiss,2,1912
Z011E0092,16,8,Curtiss,2,1180
Z019E0024,14,8,Curtiss,2,1764
Z024E0046,14,8,Curtiss,2,2364
Z024E0146,16,8,Curtiss,2,2445
Z011E0125,16,8,Curtiss,2,1212
Z024E0113,14,8,Curtiss,2,2418
Z019E0138,18,8,Curtiss,2,1877
Z024E0056,14,8,Curtiss,2,2372
Z024E0135,18,8,Curtiss,2,2436
Z011E0037,16,8,Curtiss,2,1128
Z011E0003,18,8,Curtiss,2,1094
Z019E0042,18,8,Curtiss,2,1782
Z019E0179,18,8,Curtiss,2,1918
Z011E0144,18,8,Curtiss,2,1230
Z019E0097,16,8,Curtiss,2,1836
Z024E0088,18,8,Curtiss,2,2394
Z024E0037,20,8,Curtiss,2,2355
Z019E0068,20,8,Curtiss,2,1807
Z019E0057,16,8,Curtiss,2,1797
Z011E0108,22,8,Curtiss,2,1196
Z019E0125,18,8,Curtiss,2,1864
Z019E0151,14,8,Curtiss,2,1890
Z019E0111,22,8,Curtiss,2,1850
Z019E0153,16,8,Curtiss,2,1892
Z011E0105,20,8,Curtiss,2,1193
Z024E0005,18,8,Curtiss,2,2325
Z019E0175,20,8,Curtiss,2,1914
Z011E0135,12,8,Curtiss,2,1221
Z019E0071,16,8,Curtiss,2,1810
Z011E0166,20,8,Curtiss,2,1250
Z011E0032,14,8,Curtiss,2,1123
Z019E0033,18,8,Curtiss,2,1773
Z019E0045,18,8,Curtiss,2,1785
Z024E0085,20,8,Curtiss,2,2391
Z001E0065,20,8,Curtiss,2,62
Z024E0200,14,8,Curtiss,2,2473
Z019E0127,16,8,Curtiss,2,1866
Z019E0022,16,8,Curtiss,2,1762
Z019E0190,16,8,Curtiss,2,1929
Z019E0047,20,8,Curtiss,2,1787
Z019E0041,16,8,Curtiss,2,1781
Z019E0065,16,8,Curtiss,2,1804
Z024E0096,14,8,Curtiss,2,2402
Z010E0049,12,8,Curtiss,2,947
Z019E0170,20,8,Curtiss,2,1909
Z024E0166,14,8,Curtiss,2,2456
Z024E0102,16,8,Curtiss,2,2407
Z011E0012,16,8,Curtiss,2,1103
Z024E0024,14,8,Curtiss,2,2342
Z011E0045,12,8,Curtiss,2,1136
Z019E0105,14,8,Curtiss,2,1844
Z011E0185,14,8,Curtiss,2,1262
Z011E0009,14,8,Curtiss,2,1100
Z022E0143,16,8,Curtiss,2,2076
Z019E0038,16,8,Curtiss,2,1778
Z019E0036,18,8,Curtiss,2,1776
Z010E0182,16,8,Curtiss,2,1074
Z011E0040,18,8,Curtiss,2,1131
Z019E0144,18,8,Curtiss,2,1883
Z019E0009,20,8,Curtiss,2,1749
Z024E0029,16,8,Curtiss,2,2347
Z019E0019,18,8,Curtiss,2,1759
Z011E0071,16,8,Curtiss,2,1159
Z010E0132,14,8,Curtiss,2,1030
Z019E0124,16,8,Curtiss,2,1863
Z011E0034,16,8,Curtiss,2,1125
Z019E0083,18,8,Curtiss,2,1822
Z011E0106,16,8,Curtiss,2,1194
Z022E0016,16,8,Curtiss,2,1955
Z019E0145,20,8,Curtiss,2,1884
Z011E0031,18,8,Curtiss,2,1122
Z010E0077,20,8,Curtiss,2,975
Z011E0049,14,8,Curtiss,2,1140
Z011E0061,12,8,Curtiss,2,1151
Z019E0043,16,8,Curtiss,2,1783
Z019E0126,18,8,Curtiss,2,1865
Z019E0198,22,8,Curtiss,2,1935
Z011E0147,16,8,Curtiss,2,1233
Z011E0096,16,8,Curtiss,2,1184
Z019E0004,18,8,Curtiss,2,1744
Z019E0168,20,8,Curtiss,2,1907
Z022E0067,22,8,Curtiss,2,2001
Z024E0011,14,8,Curtiss,2,2330
Z011E0008,20,8,Curtiss,2,1099
Z010E0027,16,8,Curtiss,2,925
Z011E0063,14,8,Curtiss,2,1152
Z011E0029,18,8,Curtiss,2,1120
Z019E0139,14,8,Curtiss,2,1878
Z024E0189,16,8,Curtiss,2,2468
Z011E0113,18,8,Curtiss,2,1201
Z001E0078,16,8,Curtiss,2,75
Z019E0072,18,8,Curtiss,2,1811
Z011E0033,18,8,Curtiss,2,1124
Z019E0098,18,8,Curtiss,2,1837
Z011E0047,20,8,Curtiss,2,1138
Z001E0069,20,8,Curtiss,2,66
Z010E0169,18,8,Curtiss,2,1063
Z019E0058,16,8,Curtiss,2,1798
Z019E0112,20,8,Curtiss,2,1851
Z019E0146,16,8,Curtiss,2,1885
Z022E0103,18,8,Curtiss,2,2036
Z011E0027,16,8,Curtiss,2,1118
Z019E0102,16,8,Curtiss,2,1841
Z011E0133,16,8,Curtiss,2,1219
Z024E0014,18,8,Curtiss,2,2333
Z011E0099,14,8,Curtiss,2,1187
Z019E0183,16,8,Curtiss,2,1922
Z019E0010,18,8,Curtiss,2,1750
Z019E0187,20,8,Curtiss,2,1926
Z011E0018,20,8,Curtiss,2,1109
Z010E0032,16,8,Curtiss,2,930
Z019E0070,18,8,Curtiss,2,1809
Z011E0196,20,8,Curtiss,2,1271
Z001E0193,18,8,Curtiss,2,187
Z019E0152,20,8,Curtiss,2,1891
Z019E0044,18,8,Curtiss,2,1784
Z019E0005,18,8,Curtiss,2,1745
Z024E0030,16,8,Curtiss,2,2348
Z024E0013,20,8,Curtiss,2,2332
Z019E0140,18,8,Curtiss,2,1879
Z019E0039,20,8,Curtiss,2,1779
Z024E0183,16,8,Curtiss,2,2464
Z001E0198,16,8,Curtiss,2,192
Z001E0172,18,8,Curtiss,2,167
Z022E0077,16,8,Curtiss,2,2011
Z011E0002,16,8,Curtiss,2,1093
Z019E0199,22,8,Curtiss,2,1936
Z024E0164,16,8,Curtiss,2,2454
Z019E0113,18,8,Curtiss,2,1852
Z024E0106,20,8,Curtiss,2,2411
Z019E0129,22,8,Curtiss,2,1868
Z011E0078,16,8,Curtiss,2,1166
Z001E0077,20,8,Curtiss,2,74
Z001E0056,18,8,Curtiss,2,53
Z024E0165,16,8,Curtiss,2,2455
Z010E0076,16,8,Curtiss,2,974
Z011E0075,16,8,Curtiss,2,1163
Z019E0115,20,8,Curtiss,2,1854
Z011E0100,14,8,Curtiss,2,1188
Z019E0110,20,8,Curtiss,2,1849
Z019E0119,16,8,Curtiss,2,1858
Z019E0101,18,8,Curtiss,2,1840
Z019E0016,18,8,Curtiss,2,1756
Z001E0103,14,8,Curtiss,2,100
Z019E0171,18,8,Curtiss,2,1910
Z001E0098,20,8,Curtiss,2,95
Z011E0088,22,8,Curtiss,2,1176
Z019E0108,14,8,Curtiss,2,1847
Z011E0069,18,8,Curtiss,2,1157
Z011E0024,16,8,Curtiss,2,1115
Z001E0189,20,8,Curtiss,2,183
Z019E0066,20,8,Curtiss,2,1805
Z019E0089,18,8,Curtiss,2,1828
Z024E0187,14,8,Curtiss,2,2466
Z011E0180,16,8,Curtiss,2,1258
Z019E0011,16,8,Curtiss,2,1751
Z011E0046,16,8,Curtiss,2,1137
Z019E0154,16,8,Curtiss,2,1893
Z019E0136,20,8,Curtiss,2,1875
Z024E0134,18,8,Curtiss,2,2435
Z019E0003,20,8,Curtiss,2,1743
Z022E0030,22,8,Curtiss,2,1967
Z022E0113,16,8,Curtiss,2,2046
Z010E0114,18,8,Curtiss,2,1012
Z019E0131,18,8,Curtiss,2,1870
Z019E0118,18,8,Curtiss,2,1857
Z010E0025,18,8,Curtiss,2,923
Z011E0072,16,8,Curtiss,2,1160
Z022E0110,18,8,Curtiss,2,2043
Z019E0116,14,8,Curtiss,2,1855
Z019E0196,18,8,Curtiss,2,1933
Z019E0193,14,8,Curtiss,2,1931
Z011E0077,14,8,Curtiss,2,1165
Z019E0049,16,8,Curtiss,2,1789
Z011E0189,18,8,Curtiss,2,1265
Z019E0007,18,8,Curtiss,2,1747
Z024E0098,20,8,Curtiss,2,2403
Z024E0001,18,8,Curtiss,2,2322
Z024E0027,20,8,Curtiss,2,2345
Z011E0074,12,8,Curtiss,2,1162
Z011E0118,18,8,Curtiss,2,1205
Z024E0136,20,8,Curtiss,2,2437
Z019E0081,18,8,Curtiss,2,1820
Z019E0050,18,8,Curtiss,2,1790
Z024E0105,22,8,Curtiss,2,2410
Z022E0119,16,8,Curtiss,2,2052
Z019E0017,16,8,Curtiss,2,1757
Z010E0195,18,8,Curtiss,2,1086
Z019E0006,20,8,Curtiss,2,1746
Z019E0021,20,8,Curtiss,2,1761
Z022E0158,20,8,Curtiss,2,2090
Z011E0028,14,8,Curtiss,2,1119
Z011E0017,16,8,Curtiss,2,1108
Z010E0108,14,8,Curtiss,2,1006
Z019E0149,16,8,Curtiss,2,1888
Z019E0174,22,8,Curtiss,2,1913
Z001E0039,16,8,Curtiss,2,36
Z019E0155,18,8,Curtiss,2,1894
Z010E0040,14,8,Curtiss,2,938
Z011E0197,16,8,Curtiss,2,1272
Z022E0182,18,8,Curtiss,2,2113
Z001E0112,18,8,Curtiss,2,109
Z011E0016,16,8,Curtiss,2,1107
Z019E0080,18,8,Curtiss,2,1819
Z024E0137,16,8,Curtiss,2,2438
Z019E0020,16,8,Curtiss,2,1760
Z011E0127,18,8,Curtiss,2,1214
Z001E0061,18,8,Curtiss,2,58
Z010E0139,16,8,Curtiss,2,1037
Z019E0106,18,8,Curtiss,2,1845
Z001E0040,18,8,Curtiss,2,37
Z001E0072,18,8,Curtiss,2,69
Z011E0042,16,8,Curtiss,2,1133
Z019E0165,20,8,Curtiss,2,1904
Z019E0076,18,8,Curtiss,2,1815
Z019E0054,18,8,Curtiss,2,1794
Z022E0032,18,8,Curtiss,2,1969
Z019E0025,16,8,Curtiss,2,1765
Z019E0064,20,8,Curtiss,2,1803
Z010E0117,14,8,Curtiss,2,1015
Z011E0065,24,8,Curtiss,2,1154
Z022E0006,18,8,Curtiss,2,1945
Z011E0025,18,8,Curtiss,2,1116
Z001E0149,22,8,Curtiss,2,145
Z019E0015,18,8,Curtiss,2,1755
Z019E0028,16,8,Curtiss,2,1768
Z019E0035,14,8,Curtiss,2,1775
Z019E0082,16,8,Curtiss,2,1821
Z022E0025,16,8,Curtiss,2,1963
Z001E0038,16,8,Curtiss,2,35
Z001E0197,16,8,Curtiss,2,191
Z022E0033,14,8,Curtiss,2,1970
Z019E0094,20,8,Curtiss,2,1833
Z022E0098,14,8,Curtiss,2,2031
Z019E0189,18,8,Curtiss,2,1928
Z001E0173,16,8,Curtiss,2,168
Z019E0013,18,8,Curtiss,2,1753
Z019E0063,18,8,Curtiss,2,1802
Z022E0193,16,8,Curtiss,2,2124
Z011E0112,22,8,Curtiss,2,1200
Z010E0033,16,8,Curtiss,2,931
Z019E0060,16,8,Curtiss,2,1800
Z011E0101,14,8,Curtiss,2,1189
Z022E0036,16,8,Curtiss,2,1973
Z001E0104,16,8,Curtiss,2,101
Z019E0147,22,8,Curtiss,2,1886
Z024E0041,16,8,Curtiss,2,2359
Z011E0082,18,8,Curtiss,2,1170
Z019E0067,20,8,Curtiss,2,1806
Z019E0114,18,8,Curtiss,2,1853
Z022E0107,20,8,Curtiss,2,2040
Z019E0137,18,8,Curtiss,2,1876
Z019E0055,16,8,Curtiss,2,1795
Z019E0073,20,8,Curtiss,2,1812
Z011E0128,16,8,Curtiss,2,1215
Z019E0095,16,8,Curtiss,2,1834
Z010E0037,16,8,Curtiss,2,935
Z010E0185,18,8,Curtiss,2,1076
Z010E0157,14,8,Curtiss,2,1052
Z001E0177,20,8,Curtiss,2,172
Z024E0111,22,8,Curtiss,2,2416
Z011E0141,12,8,Curtiss,2,1227
Z010E0113,16,8,Curtiss,2,1011
Z001E0178,14,8,Curtiss,2,173
Z001E0148,14,8,Curtiss,2,144
Z011E0156,16,8,Curtiss,2,1242
Z001E0168,16,8,Curtiss,2,163
Z011E0163,20,8,Curtiss,2,1247
Z011E0188,16,8,Curtiss,2,1264
Z022E0196,16,8,Curtiss,2,2127
Z022E0089,18,8,Curtiss,2,2022
Z019E0087,18,8,Curtiss,2,1826
Z010E0028,16,8,Curtiss,2,926
Z001E0096,16,8,Curtiss,2,93
Z010E0082,20,8,Curtiss,2,980
Z010E0062,18,8,Curtiss,2,960
Z022E0177,20,8,Curtiss,2,2108
Z010E0081,18,8,Curtiss,2,979
Z022E0138,16,8,Curtiss,2,2071
Z022E0186,18,8,Curtiss,2,2117
Z024E0038,16,8,Curtiss,2,2356
Z019E0195,18,8,Curtiss,2,1932
Z001E0037,22,8,Curtiss,2,34
Z010E0105,18,8,Curtiss,2,1003
Z019E0169,22,8,Curtiss,2,1908
Z011E0014,14,8,Curtiss,2,1105
Z010E0155,16,8,Curtiss,2,1050
Z001E0140,22,8,Curtiss,2,137
Z019E0029,16,8,Curtiss,2,1769
Z019E0086,16,8,Curtiss,2,1825
Z022E0050,20,8,Curtiss,2,1986
Z019E0188,14,8,Curtiss,2,1927
Z022E0008,16,8,Curtiss,2,1947
Z022E0017,20,8,Curtiss,2,1956
Z011E0183,16,8,Curtiss,2,1260
Z019E0027,16,8,Curtiss,2,1767
Z019E0133,14,8,Curtiss,2,1872
Z022E0162,14,8,Curtiss,2,2094
Z019E0123,20,8,Curtiss,2,1862
Z010E0013,18,8,Curtiss,2,911
Z019E0176,16,8,Curtiss,2,1915
