Env,DistB73,SS,NSS,TS,INBRED,10KW_Inbred,KC_Inbred,CD_Inbred,CL_Inbred,CW_Inbred,TKW_Inbred,10KW_B73,KC_B73,CD_B73,CL_B73,CW_B73,TKW_B73,10KW_Hyb,KC_Hyb,CD_Hyb,CL_Hyb,CW_Hyb,TKW_Hyb,10KW_bph,CD_bph,CL_bph,CW_bph,TKW_bph
03M,1.39759392,0.014,0.97,0.016,WD,1.8,141.1111111,18.304,128.476,8,25.4,1.77,244.9375558,24.34013158,119.6322368,13.14736842,43.35394737,1.96,634.5918367,26.536,179.542,25.88,124.38,0.015,3.018065789,4.421881579,2.573684211,8.976973684
03N,1.39759392,0.014,0.972,0.014,33-16,1.66,273.4939759,23.254,127.938,11.1,45.4,1.64,351.6402439,29.0643,131.5216,17.424,57.669,2.24,801.1607143,30.94,186.54,34.2,179.46,0.01,2.90515,1.7918,3.162,6.1345
03N,1.73649679,0.003,0.993,0.004,38-11,1.525,152.7868852,24.748,136.55,15.2,23.3,1.64,351.6402439,29.0643,131.5216,17.424,57.669,3,645.5333333,32.204,203.678,33.34,193.66,0.0575,2.15815,2.5142,1.112,17.1845
03N,1.58696506,0.071,0.917,0.012,4226,1.2,281.1666667,22.08,138.344,11.02,33.74,1.64,351.6402439,29.0643,131.5216,17.424,57.669,2.64,584.0909091,27.57,182.516,32.5,154.2,0.22,3.49215,3.4112,3.202,11.9645
03N,1.84957904,0.035,0.854,0.111,4722,.,.,.,.,.,.,1.64,351.6402439,29.0643,131.5216,17.424,57.669,2.38,690.4201681,27.044,205.28,32.64,164.32,.,.,.,.,.
03N,1.28996325,0.189,0.785,0.026,796,1.66,225.6626506,23.654,111.552,11.14,37.46,1.64,351.6402439,29.0643,131.5216,17.424,57.669,3.12,558.7820513,27.212,190.3775,30.66,174.34,0.01,2.70515,9.9848,3.142,10.1045
03N,1.59826461,0,0,0,81-1,2.05,76.34146341,17.455,133.655,8.9,15.65,1.64,351.6402439,29.0643,131.5216,17.424,57.669,2.6,740.3846154,27.77,199.55,32.94,192.5,0.205,5.80465,1.0667,4.262,21.0095
03N,1.10424611,0.762,0.017,0.221,A214N,2.16,133.8888889,20.51,151.736,10.5,28.92,1.64,351.6402439,29.0643,131.5216,17.424,57.669,.,.,.,.,.,.,.,.,.,.,.
03N,1.92368701,0.005,0.531,0.464,A441-5,2.275,79.56043956,22.055,95.7775,10.275,18.1,1.64,351.6402439,29.0643,131.5216,17.424,57.669,3.48,655.6321839,29.746,213.8075,42.34,228.16,0.3175,3.50465,17.87205,3.5745,19.7845
03N,1.26976054,0.019,0.979,0.002,A554,1.44,296.6666667,22.15,108.866,10.46,42.72,1.64,351.6402439,29.0643,131.5216,17.424,57.669,2.475,614.7474747,27.2925,181.82,31.45,152.15,0.1,3.45715,11.3278,3.482,7.4745
03N,1.33163595,0.004,0.994,0.002,A556,.,.,.,.,.,.,1.64,351.6402439,29.0643,131.5216,17.424,57.669,2.56,450.390625,26.454,157.846,22.58,115.3,.,.,.,.,.
03N,1.70181123,0.003,0.03,0.967,A6,2.66,223.8345865,27.794,146.942,20.22,59.54,1.64,351.6402439,29.0643,131.5216,17.424,57.669,3.46,517.6878613,31.888,197.446,38.54,179.12,0.51,0.63515,7.7102,1.398,0.9355
03N,1.59826461,0.009,0.99,0.001,A619,1.98,274.040404,28.61,143.468,14.66,54.26,1.64,351.6402439,29.0643,131.5216,17.424,57.669,2.5,693.52,33.434,178.26,29.08,173.38,0.17,0.22715,5.9732,1.382,1.7045
03N,0.85299588,0.993,0.004,0.003,A632,1.56,261.1538462,23.872,121.592,11.94,40.74,1.64,351.6402439,29.0643,131.5216,17.424,57.669,2.18,480.9174312,26.566,168.526,22.06,104.84,0.04,2.59615,4.9648,2.742,8.4645
03N,0.82667857,0.897,0.1,0.003,A634,2.08,150.5769231,23.45,116.166,11.86,31.32,1.64,351.6402439,29.0643,131.5216,17.424,57.669,2.6,485.1538462,27.976,180.836,29.14,126.14,0.22,2.80715,7.6778,2.782,13.1745
03N,0.85299588,0.825,0.171,0.004,A635,1.38,186.0869565,21.092,135.336,8.88,25.68,1.64,351.6402439,29.0643,131.5216,17.424,57.669,2.5,521.6,27.585,161.97,27.7,130.4,0.13,3.98615,1.9072,4.272,15.9945
03N,1.02290047,0.517,0.481,0.002,A641,2.36,118.1355932,23.846,112.752,11.12,27.88,1.64,351.6402439,29.0643,131.5216,17.424,57.669,2.16,668.1481481,27.538,172.562,23.94,144.32,0.36,2.60915,9.3848,3.152,14.8945
03N,1.23053983,0.083,0.915,0.002,A654,2,134.25,24.44,116.065,11.7,26.85,1.64,351.6402439,29.0643,131.5216,17.424,57.669,2.7,550.5925926,30.51,174.378,30.24,148.66,0.18,2.31215,7.7283,2.862,15.4095
03N,1.68527599,0.006,0.991,0.003,A659,1.76,76.59090909,26.536,89.56,9.92,13.48,1.64,351.6402439,29.0643,131.5216,17.424,57.669,2.6,638.4615385,32.89,181.665,30.35,166,0.06,1.26415,20.9808,3.752,22.0945
03N,1.44411393,0.111,0.852,0.037,A661,1.82,307.6923077,29.116,138.656,23.38,56,1.64,351.6402439,29.0643,131.5216,17.424,57.669,1.76,692.0454545,30.768,161.392,24.7,121.8,0.09,0.02585,3.5672,2.978,0.8345
03N,0.41109893,0.862,0.127,0.011,A679,1.7,343.6470588,27.042,141.028,17.8,58.42,1.64,351.6402439,29.0643,131.5216,17.424,57.669,1.75,400.8571429,28.0875,127.5975,16.6,70.15,0.03,1.01115,4.7532,0.188,0.3755
03N,0.16450371,0.993,0.004,0.003,A680,1.35,386.2962963,25.4375,133.95,15.575,52.15,1.64,351.6402439,29.0643,131.5216,17.424,57.669,2,421.6,26.368,142.77,17.58,84.32,0.145,1.8134,1.2142,0.9245,2.7595
03N,1.92368701,0.002,0.997,0.001,A682,2.6,193.8461538,22.3,157.41,17.2,50.4,1.64,351.6402439,29.0643,131.5216,17.424,57.669,2.94,579.4557823,27.19,195.798,29.38,170.36,0.48,3.38215,12.9442,0.112,3.6345
03N,1.88594668,0.002,0.776,0.222,Ab28A,2.74,87.08029197,24.41,138.784,16.06,23.86,1.64,351.6402439,29.0643,131.5216,17.424,57.669,3.04,578.9473684,33.586,204.724,35.64,176,0.55,2.32715,3.6312,0.682,16.9045
03N,1.12134054,0.429,0.57,0.001,B10,.,.,.,.,.,.,1.64,351.6402439,29.0643,131.5216,17.424,57.669,2.2,568.3636364,32.768,178.236,33.02,125.04,.,.,.,.,.
03N,0.5866637,0.694,0.305,0.001,B104,1.4,323.8571429,27.354,139.894,17.42,45.34,1.64,351.6402439,29.0643,131.5216,17.424,57.669,2.26,476.5486726,29.952,160.288,27.56,107.7,0.12,0.85515,4.1862,0.002,6.1645
03N,1.12134054,0.397,0.566,0.037,B105,0.98,85.71428571,22.582,110.976,5.9,8.4,1.64,351.6402439,29.0643,131.5216,17.424,57.669,1.966666667,426.2711864,28.69666667,148.6166667,21.3,83.83333333,0.33,3.24115,10.2728,5.762,24.6345
03N,0.24730962,0.995,0.003,0.002,B109,1.9,333.7894737,23.908,136.962,15.08,63.42,1.64,351.6402439,29.0643,131.5216,17.424,57.669,2.26,456.7256637,28.598,150.61,21.38,103.22,0.13,2.57815,2.7202,1.172,2.8755
03N,1.57086564,0.061,0.847,0.092,B115,2.375,20.52631579,20.6675,108.9625,8.95,4.875,1.64,351.6402439,29.0643,131.5216,17.424,57.669,2.65,736.4150943,25.99,199.645,29.35,195.15,0.3675,4.1984,11.27955,4.237,26.397
03N,0.7873344,0.998,0.001,0.001,B14A,2.8,84.35714286,23.216,171.89,19.22,23.62,1.64,351.6402439,29.0643,131.5216,17.424,57.669,2.66,492.0300752,28.348,187.142,28.18,130.88,0.58,2.92415,20.1842,0.898,17.0245
03N,1.23053983,0.233,0.756,0.011,B164,1.8,282.6666667,22.966,144.848,14.36,50.88,1.64,351.6402439,29.0643,131.5216,17.424,57.669,2.3,489.4782609,27.28,183.918,24.36,112.58,0.08,3.04915,6.6632,1.532,3.3945
03N,1.68527599,0.007,0.988,0.005,B2,2.6,140.8461538,24.878,107.178,20.82,36.62,1.64,351.6402439,29.0643,131.5216,17.424,57.669,3.1,489.7419355,29.15,173.178,36.64,151.82,0.48,2.09315,12.1718,1.698,10.5245
03N,0.98082925,0.997,0.002,0.001,B37,2.5,115.68,21.68,119.67,12.86,28.92,1.64,351.6402439,29.0643,131.5216,17.424,57.669,2.14,503.364486,28.412,161.24,24.04,107.72,0.43,3.69215,5.9258,2.282,14.3745
03N,1.1927995,0.214,0.784,0.002,B46,1.68,225.8333333,23.076,147.6875,14.92,37.94,1.64,351.6402439,29.0643,131.5216,17.424,57.669,2.34,682.4786325,29.386,198.212,37.8,159.7,0.02,2.99415,8.08295,1.252,9.8645
03N,1.35314215,0.002,0.996,0.002,B57,2.12,263.5849057,27.898,128.576,15.64,55.88,1.64,351.6402439,29.0643,131.5216,17.424,57.669,2.2,702.7272727,31.072,176.142,27.14,154.6,0.24,0.58315,1.4728,0.892,0.8945
03N,0.86859586,0.988,0.002,0.01,B64,2.5,84.48,23.25,140.01,15.9,21.12,1.64,351.6402439,29.0643,131.5216,17.424,57.669,2.533333333,525.1315789,28.67666667,179.1166667,30.13333333,133.0333333,0.43,2.90715,4.2442,0.762,18.2745
03N,0.82507472,0.998,0.001,0.001,B68,2.4,156.25,25.55,153.626,15.58,37.5,1.64,351.6402439,29.0643,131.5216,17.424,57.669,2.32,719.2241379,28.56,191.642,23.58,166.86,0.38,1.75715,11.0522,0.922,10.0845
03N,0.02849196,0.999,0.001,1.10E-16,B73Htrhm,1.48,301.3513514,29.776,133.418,16.06,44.6,1.64,351.6402439,29.0643,131.5216,17.424,57.669,1.84,423.4782609,29.414,136.01,19.24,77.92,0.08,0.35585,0.9482,0.682,6.5345
03N,1.42058343,0.005,0.993,0.002,B75,2.35,140.7446809,25.8325,98.5475,12.975,33.075,1.64,351.6402439,29.0643,131.5216,17.424,57.669,2.76,641.884058,28.674,189.498,32.02,177.16,0.355,1.6159,16.48705,2.2245,12.297
03N,1.12134054,0.912,0.087,0.001,B76,2.58,241.3953488,26.644,147.662,16.76,62.28,1.64,351.6402439,29.0643,131.5216,17.424,57.669,3,603.6666667,25.558,180.304,31.7,181.1,0.47,1.21015,8.0702,0.332,2.3055
03N,1.46821148,0.083,0.915,0.002,B77,1.58,226.7088608,21.496,121.188,5.72,35.82,1.64,351.6402439,29.0643,131.5216,17.424,57.669,2.42,664.214876,27.294,189.68,26.92,160.74,0.03,3.78415,5.1668,5.852,10.9245
03N,1.12134054,0.305,0.693,0.002,B79,1.58,177.6898734,28.046,108.368,10.68,28.075,1.64,351.6402439,29.0643,131.5216,17.424,57.669,1.96,632.4489796,31.776,158.866,23.36,123.96,0.03,0.50915,11.5768,3.372,14.797
03N,0.60707257,0.996,0.003,0.001,B84,1.22,174.0983607,24.024,105.568,10,21.24,1.64,351.6402439,29.0643,131.5216,17.424,57.669,1.66,463.0120482,28.686,154.782,22.18,76.86,0.21,2.52015,12.9768,3.712,18.2145
03N,1.5182219,0.016,0.981,0.003,B97,1.78,259.3258427,24.526,130.998,13.6,46.16,1.64,351.6402439,29.0643,131.5216,17.424,57.669,2.82,622.6950355,29.218,201.996,32.54,175.6,0.07,2.26915,0.2618,1.912,5.7545
03N,1.78058617,0.004,0.993,0.003,CH701-30,1.5,328.6666667,19.834,136.13,9.88,49.3,1.64,351.6402439,29.0643,131.5216,17.424,57.669,2.66,576.1654135,26.34,175.456,26.32,153.26,0.07,4.61515,2.3042,3.772,4.1845
03N,1.5182219,0.003,0.992,0.005,CH9,2.6,164.3846154,26.342,118.304,15.24,42.74,1.64,351.6402439,29.0643,131.5216,17.424,57.669,2.3,737.3913043,31.145,181.89,33.05,169.6,0.48,1.36115,6.6088,1.092,7.4645
03N,1.68527599,0.006,0.992,0.002,CI187-2,2.5,185.8,22.72,119.815,9.3,46.45,1.64,351.6402439,29.0643,131.5216,17.424,57.669,2.58,555.1162791,28.012,177.138,24.6,143.22,0.43,3.17215,5.8533,4.062,5.6095
03N,1.5182219,0.119,0.866,0.015,CI21E,2.76,173.4782609,27.828,140.328,16.6,47.88,1.64,351.6402439,29.0643,131.5216,17.424,57.669,2.82,639.1489362,33.676,188.818,33.7,180.24,0.56,0.61815,4.4032,0.412,4.8945
03N,1.71604765,0.004,0.749,0.247,CI28A,2.16,178.7962963,24.948,117.222,15.94,38.62,1.64,351.6402439,29.0643,131.5216,17.424,57.669,2.98,493.4228188,28.702,183.52,36.88,147.04,0.26,2.05815,7.1498,0.742,9.5245
03N,1.65542303,0.002,0.994,0.004,CI31A,2.28,83.42105263,25.23,108.306,9.18,19.02,1.64,351.6402439,29.0643,131.5216,17.424,57.669,3.66,403.8251366,29.834,180.51,26.46,147.8,0.32,1.91715,11.6078,4.122,19.3245
03N,1.46821148,0.083,0.905,0.012,CI3A,1.2,240.6666667,25.62,112.286,12.72,28.88,1.64,351.6402439,29.0643,131.5216,17.424,57.669,2.4,745.5833333,31,184.494,38.26,178.94,0.22,1.72215,9.6178,2.352,14.3945
03N,1.78058617,0.011,0.988,0.001,CI44,1.15,89.13043478,27.81,97.68,9.8,10.25,1.64,351.6402439,29.0643,131.5216,17.424,57.669,2.85,592.2807018,31.2625,189.8625,33.9,168.8,0.245,0.62715,16.9208,3.812,23.7095
03N,1.74779635,0.012,0.986,0.002,CI64,1.5,140.3333333,24.145,106.9975,9.75,21.05,1.64,351.6402439,29.0643,131.5216,17.424,57.669,2.52,561.6666667,30.146,173.542,26.14,141.54,0.07,2.45965,12.26205,3.837,18.3095
03N,1.4929041,0.011,0.935,0.054,CI66,1.3,180.7692308,24.8475,111.4675,8.175,23.5,1.64,351.6402439,29.0643,131.5216,17.424,57.669,2.88,620.9722222,32.228,180.346,33.78,178.84,0.17,2.1084,10.02705,4.6245,17.0845
03N,1.84957904,0.004,0.994,0.002,CI7,1.62,231.3580247,22.522,108.556,11.38,37.48,1.64,351.6402439,29.0643,131.5216,17.424,57.669,2.7,694.0740741,32.53,227.74,37.7,187.4,0.01,3.27115,11.4828,3.022,10.0945
03N,1.88594668,0.003,0.737,0.26,CI90C,1.6,32.5,20.43,100.2333333,7.9,5.2,1.64,351.6402439,29.0643,131.5216,17.424,57.669,.,.,.,.,.,.,.,.,.,.,.
03N,1.71604765,0.002,0.997,0.001,CI91B,1.4,178.9285714,22.89,144.41,11.15,25.05,1.64,351.6402439,29.0643,131.5216,17.424,57.669,.,.,.,.,.,.,.,.,.,.,.
03N,0.89132411,0.997,0.002,0.001,CM174,1.54,316.3636364,25.808,143.152,17.44,48.72,1.64,351.6402439,29.0643,131.5216,17.424,57.669,1.96,485,28.558,173.642,23.56,95.06,0.05,1.62815,5.8152,0.008,4.4745
03N,1.71604765,0.013,0.969,0.018,CM37,1.6,62.70833331,24.58,145.32,11.3,10.03333333,1.64,351.6402439,29.0643,131.5216,17.424,57.669,2.38,643.697479,33.852,230.048,33.7,153.2,0.02,2.24215,6.8992,3.062,23.81783334
03N,1.1927995,0.059,0.939,0.002,CM7,1.98,80.60606061,23.326,103.246,9.52,15.96,1.64,351.6402439,29.0643,131.5216,17.424,57.669,2.78,477.6978417,30.376,174.748,31.22,132.8,0.17,2.86915,14.1378,3.952,20.8545
03N,1.67397643,0.002,0.002,0.996,CML10,2.6,165.7692308,22.94,164.7,17.8,43.1,1.64,351.6402439,29.0643,131.5216,17.424,57.669,3.22,556.2111801,25.488,220.282,41.76,179.1,0.48,3.06215,16.5892,0.188,7.2845
03N,2.0907411,0.003,0.005,0.992,CML103,2.133333333,301.40625,28.08333333,139.7033333,15.66666667,64.3,1.64,351.6402439,29.0643,131.5216,17.424,57.669,2.95,623.8983051,29.9,206.425,37.3,184.05,0.246666667,0.490483335,4.09086665,0.878666665,3.3155
03N,1.88594668,0.002,0.099,0.899,CML108,2.08,129.9038462,27.91,114.116,12.52,27.02,1.64,351.6402439,29.0643,131.5216,17.424,57.669,2.38,745.8823529,33.94,195.638,36.18,177.52,0.22,0.57715,8.7028,2.452,15.3245
03N,1.74779635,0.003,0.002,0.995,CML11,2.9,126.6206897,21.942,144.024,13.52,36.72,1.64,351.6402439,29.0643,131.5216,17.424,57.669,2.72,691.1764706,29.16,209.13,36.76,188,0.63,3.56115,6.2512,1.952,10.4745
03N,2.23734457,0.001,0.001,0.998,CML14,.,.,.,.,.,.,1.64,351.6402439,29.0643,131.5216,17.424,57.669,2.84,750.1408451,29.012,187.292,35.06,213.04,.,.,.,.,.
03N,1.59826461,0.002,0.005,0.993,CML154Q,1.7,108.8235294,26.94,142.34,18.78,18.5,1.64,351.6402439,29.0643,131.5216,17.424,57.669,2.8,718.0714286,28.83,192.308,41.38,201.06,0.03,1.06215,5.4092,0.678,19.5845
03N,1.78058617,0.004,0.018,0.978,CML157Q,2.16,278.6111111,25.978,135.384,16.88,60.18,1.64,351.6402439,29.0643,131.5216,17.424,57.669,2.56,762.421875,29.726,186.4,36.42,195.18,0.26,1.54315,1.9312,0.272,1.2555
03N,1.71604765,0.01,0.018,0.972,CML158Q,2,272.6,27.146,145.538,20.38,54.52,1.64,351.6402439,29.0643,131.5216,17.424,57.669,2.24,742.7678571,33.988,176.836,36.9,166.38,0.18,0.95915,7.0082,1.478,1.5745
03N,1.78058617,0.01,0.301,0.689,CML218,2.02,247.029703,27.574,140.168,19.08,49.9,1.64,351.6402439,29.0643,131.5216,17.424,57.669,.,.,.,.,.,.,.,.,.,.,.
03N,1.54419739,0.059,0.053,0.888,CML220,2.9,100.4137931,28.352,132.776,16.46,29.12,1.64,351.6402439,29.0643,131.5216,17.424,57.669,3.366666667,563.2673266,31.72666667,208.03,40.13333333,189.6333333,0.63,0.35615,0.6272,0.482,14.2745
03N,2.13726111,0.003,0.002,0.995,CML228,.,.,.,.,.,.,1.64,351.6402439,29.0643,131.5216,17.424,57.669,3.02,670.0662252,31.228,194.326,32.46,202.36,.,.,.,.,.
03N,1.81448772,0.001,0.004,0.995,CML238,1.74,262.2988506,30.246,130.328,17.26,45.64,1.64,351.6402439,29.0643,131.5216,17.424,57.669,3.06,638.496732,32.812,191.562,35.16,195.38,0.05,0.59085,0.5968,0.082,6.0145
03N,1.92368701,0.003,0.006,0.991,CML247,2.05,217.4390244,25.2175,120.6925,18.1,44.575,1.64,351.6402439,29.0643,131.5216,17.424,57.669,2.78,629.1366906,29.352,177.848,32.94,174.9,0.205,1.9234,5.41455,0.338,6.547
03N,2.16332303,0.001,0.002,0.997,CML258,2.04,178.8235294,24.564,138.238,14.5,36.48,1.64,351.6402439,29.0643,131.5216,17.424,57.669,3.22,619.4409938,29.37,191.976,34.88,199.46,0.2,2.25015,3.3582,1.462,10.5945
03N,1.44411393,0.016,0.004,0.98,CML261,1.9,232.1052632,24.67,125.53,11.2,44.1,1.64,351.6402439,29.0643,131.5216,17.424,57.669,3.46,756.8786127,30.994,209.892,42.94,261.88,0.13,2.19715,2.9958,3.112,6.7845
03N,2.29141179,0.002,0.001,0.997,CML264,.,.,.,.,.,.,1.64,351.6402439,29.0643,131.5216,17.424,57.669,2.78,594.4604317,28.186,159.714,30.58,165.26,.,.,.,.,.
03N,2.18605128,0.001,0.004,0.995,CML277,2.86,87.34265734,25.446,111.042,17.08,24.98,1.64,351.6402439,29.0643,131.5216,17.424,57.669,2.74,624.8175182,29.54,168.028,33.86,171.2,0.61,1.80915,10.2398,0.172,16.3445
03N,1.96290773,0.023,0.046,0.931,CML281,1.4,56.42857143,17.73,66.96,3.7,7.9,1.64,351.6402439,29.0643,131.5216,17.424,57.669,2.66,461.0526316,28.23,160.872,23.36,122.64,0.12,5.66715,32.2808,6.862,24.8845
03N,2.18605128,0.004,0.022,0.974,CML287,.,.,.,.,.,.,1.64,351.6402439,29.0643,131.5216,17.424,57.669,2.94,721.9047619,29.188,212.756,40.42,212.24,.,.,.,.,.
03N,1.88594668,0.004,0.114,0.882,CML311,1.8,66.66666667,27.25,132.05,21.1,12,1.64,351.6402439,29.0643,131.5216,17.424,57.669,2.48,752.1774194,31.46,183.226,40.3,186.54,0.08,0.90715,0.2642,1.838,22.8345
03N,1.84957904,0.003,0.002,0.995,CML314,2.5,263.92,26.448,145.31,21.4,65.98,1.64,351.6402439,29.0643,131.5216,17.424,57.669,3.3,489.0909091,28.51,185.69,29.2,161.4,0.43,1.30815,6.8942,1.988,4.1555
03N,1.96290773,0.027,0.008,0.965,CML321,.,.,.,.,.,.,1.64,351.6402439,29.0643,131.5216,17.424,57.669,2.8,685.9285714,32.782,199.488,40.02,192.06,.,.,.,.,.
03N,2.00372972,0.01,0.005,0.985,CML322,1.1,233.6363636,19.47333333,100.7466667,9.5,25.7,1.64,351.6402439,29.0643,131.5216,17.424,57.669,2.75,738.5454545,29.5725,198.73,38.1,203.1,0.27,4.795483335,15.38746665,3.962,15.9845
03N,1.68527599,0.007,0.34,0.653,CML323,1.84,232.826087,26.574,130.814,14.3,42.84,1.64,351.6402439,29.0643,131.5216,17.424,57.669,2.96,669.7297297,28.054,190.052,39.38,198.24,0.1,1.24515,0.3538,1.562,7.4145
03N,1.57086564,0.002,0.357,0.641,CML328,0.8,204.375,22.92,114.56,7.5,16.35,1.64,351.6402439,29.0643,131.5216,17.424,57.669,2.74,703.5766423,30.756,197.47,34.38,192.78,0.42,3.07215,8.4808,4.962,20.6595
03N,2.18605128,0.002,0.003,0.995,CML331,2.2,185.4545455,24.6,124.32,14,40.8,1.64,351.6402439,29.0643,131.5216,17.424,57.669,3.12,594.8076923,29.858,177.736,30.04,185.58,0.28,2.23215,3.6008,1.712,8.4345
03N,2.40919483,0.002,0.003,0.995,CML332,1.68,136.547619,24.934,116.744,9.8,22.94,1.64,351.6402439,29.0643,131.5216,17.424,57.669,3,639.9333333,30.188,198.676,36.76,191.98,0.02,2.06515,7.3888,3.812,17.3645
03N,1.92368701,0.013,0.029,0.958,CML333,1.4,182.5714286,23.818,104.75,11.42,25.56,1.64,351.6402439,29.0643,131.5216,17.424,57.669,2.8,678.9285714,29.1,188.688,36.18,190.1,0.12,2.62315,13.3858,3.002,16.0545
03N,2.04628933,0.002,0.004,0.994,CML341,2.525,159.009901,24.97,119.8775,14.175,40.15,1.64,351.6402439,29.0643,131.5216,17.424,57.669,2.84,594.084507,30.126,169.172,30.28,168.72,0.4425,2.04715,5.82205,1.6245,8.7595
03N,2.18605128,0.006,0.165,0.829,CML349,.,.,17.905,100.71,3.65,1.4,1.64,351.6402439,29.0643,131.5216,17.424,57.669,3,614.5555557,29.15,191.79,26.63333333,184.3666667,.,5.57965,15.4058,6.887,28.1345
03N,2.13726111,0.001,0.002,0.997,CML38,1.52,161.1842105,25.612,111.415,12.18,24.5,1.64,351.6402439,29.0643,131.5216,17.424,57.669,2.8,656.8571429,30.356,189.002,36.26,183.92,0.06,1.72615,10.0533,2.622,16.5845
03N,2.50843715,0.001,0.034,0.965,CML5,.,.,.,.,.,.,1.64,351.6402439,29.0643,131.5216,17.424,57.669,3.14,535.2866242,27.344,197.69,33.66,168.08,.,.,.,.,.
03N,2.0907411,0.002,0.01,0.988,CML52,1.72,221.5116279,21.028,124.78,11.18,38.1,1.64,351.6402439,29.0643,131.5216,17.424,57.669,2.98,651.409396,28.81,183.28,32.14,194.12,0.04,4.01815,3.3708,3.122,9.7845
03N,2.04628933,0.006,0.028,0.966,CML69,2.8,160.7142857,28.57,112.57,15.86,45,1.64,351.6402439,29.0643,131.5216,17.424,57.669,2.98,585.9060403,28.89,194.022,32.54,174.6,0.58,0.24715,9.4758,0.782,6.3345
03N,1.62643549,0.005,0.302,0.693,CML77,2.4,121.25,28.306,110.672,17.6,29.1,1.64,351.6402439,29.0643,131.5216,17.424,57.669,2.56,713.046875,32.514,167.648,34.94,182.54,0.38,0.37915,10.4248,0.088,14.2845
03N,1.88594668,0.014,0.001,0.985,CML9,.,.,.,.,.,.,1.64,351.6402439,29.0643,131.5216,17.424,57.669,2.9,712.6896552,29.436,196.038,39.26,206.68,.,.,.,.,.
03N,1.81448772,0.015,0.218,0.767,CML91,2.025,147.654321,23.24,136.6225,11.4,29.9,1.64,351.6402439,29.0643,131.5216,17.424,57.669,2.8,764.2857143,32.16,207.72,44,214,0.1925,2.91215,2.55045,3.012,13.8845
03N,1.39759392,0.096,0.275,0.629,CML92,2.74,249.1240876,28.77,152.214,21.06,68.26,1.64,351.6402439,29.0643,131.5216,17.424,57.669,3.225,573.1007752,28.5825,194.6375,30.35,184.825,0.55,0.14715,10.3462,1.818,5.2955
03N,1.54419739,0.147,0.847,0.006,CMV3,11.235,2.729565347,20.66,81.45666667,4.6,3.066666667,1.64,351.6402439,29.0643,131.5216,17.424,57.669,2.14,506.1682243,29.48,172.004,22.3,108.32,4.7975,4.20215,25.03246667,6.412,27.30116667
03N,1.57086564,0.013,0.928,0.059,CO109,.,.,.,.,.,.,1.64,351.6402439,29.0643,131.5216,17.424,57.669,2.4,582.0833333,26.245,164.51,26.75,139.7,.,.,.,.,.
03N,1.76928661,0.009,0.647,0.344,CO255,1.9,25.78947368,21.19,144.83,7.1,4.9,1.64,351.6402439,29.0643,131.5216,17.424,57.669,3.2,484.53125,30.67,206.48,33.4,155.05,0.13,3.93715,6.6542,5.162,26.3845
03N,1.52146914,0.004,0.614,0.382,D940Y,1.92,133.6458333,22.052,134.702,13.28,25.66,1.64,351.6402439,29.0643,131.5216,17.424,57.669,.,.,.,.,.,.,.,.,.,.,.
03N,1.44411393,0.018,0.98,0.002,DE1,2.033333333,187.5409836,28.88333333,172.54,24.2,38.13333333,1.64,351.6402439,29.0643,131.5216,17.424,57.669,3.06,601.503268,31.944,194.522,37.38,184.06,0.196666667,0.090483335,20.5092,3.388,9.767833335
03N,1.39759392,0.02,0.979,0.001,DE2,2.6,149.6153846,30.455,155.45,30.4,38.9,1.64,351.6402439,29.0643,131.5216,17.424,57.669,2.78,670.8633094,32.22,200.068,44.08,186.5,0.48,0.69535,11.9642,6.488,9.3845
03N,1.00739628,0.779,0.218,0.003,DE811,1.92,363.6458333,25.348,148.892,14.64,69.82,1.64,351.6402439,29.0643,131.5216,17.424,57.669,2.68,615.2238806,30.228,174.854,26.62,164.88,0.14,1.85815,8.6852,1.392,6.0755
03N,1.71604765,0.006,0.923,0.071,E2558W,1.52,164.8684211,18.308,138.434,5.82,25.06,1.64,351.6402439,29.0643,131.5216,17.424,57.669,2.7,684.4444444,26.404,201.63,29.38,184.8,0.06,5.37815,3.4562,5.802,16.3045
03N,2.04628933,0.001,0.461,0.538,EP1,1.98,100.1010101,26.858,139.684,14.98,19.82,1.64,351.6402439,29.0643,131.5216,17.424,57.669,2.68,489.1791045,29.656,174.968,29.64,131.1,0.17,1.10315,4.0812,1.222,18.9245
03N,2.04628933,0.002,0.534,0.464,F2,.,.,.,.,.,.,1.64,351.6402439,29.0643,131.5216,17.424,57.669,2.4,469,27.864,185.436,23.4,112.56,.,.,.,.,.
03N,1.54419739,0.026,0.421,0.553,F2834T,2.92,84.65753425,20.386,110.082,7.76,24.72,1.64,351.6402439,29.0643,131.5216,17.424,57.669,.,.,.,.,.,.,.,.,.,.,.
03N,1.78058617,0.01,0.62,0.37,F44,1.52,281.8421053,22.34,118.618,10.48,42.84,1.64,351.6402439,29.0643,131.5216,17.424,57.669,1.9,752.3157895,28.288,163.596,24.9,142.94,0.06,3.36215,6.4518,3.472,7.4145
03N,1.84957904,0.005,0.745,0.25,F6,1.85,104.0540541,16.9275,80.9325,3.8,19.25,1.64,351.6402439,29.0643,131.5216,17.424,57.669,2.58,694.5736434,27.274,175.914,23.16,179.2,0.105,6.0684,25.29455,6.812,19.2095
