Env,DistB73,SS,NSS,TS,INBRED,10KW_Inbred,KC_Inbred,CD_Inbred,CL_Inbred,CW_Inbred,TKW_Inbred,10KW_B73,KC_B73,CD_B73,CL_B73,CW_B73,TKW_B73,10KW_Hyb,KC_Hyb,CD_Hyb,CL_Hyb,CW_Hyb,TKW_Hyb,10KW_bph,CD_bph,CL_bph,CW_bph,TKW_bph
02F,2.0907411,0.001,0.002,0.997,CML45,2.95,212.3728814,23.845,119.19,15.75,62.65,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.5,459.9428571,29.64,152.122,30.2,160.98,0.183333333,0.874166668,1.651666675,0.075,0.1
02F,2.50843715,0.001,0.034,0.965,CML5,.,.,22.475,112.78,.,.,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.7,476.8108108,27.636,165.474,32,176.42,.,1.559166668,1.553333325,.,.
02F,2.0907411,0.002,0.01,0.988,CML52,1.84,224.0217391,22.2,104.328,11.48,41.22,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.405,389.5080764,29.388,150.16,24.06,132.6275,0.371666667,1.696666668,5.779333325,2.21,10.815
02F,2.04628933,0.006,0.028,0.966,CML69,2.55,200.5882353,26.656,119.666,20.125,51.15,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.84,320.1041667,30.344,141.008,26.64,122.92,0.016666667,0.531333332,1.889666675,2.1125,5.85
02F,1.62643549,0.005,0.302,0.693,CML77,3.36,148.1547619,32.166,85.634,16.94,49.78,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.3,520.3636364,33.526,135.482,32.24,171.72,0.388333333,3.286333333,15.12633333,0.52,6.535
02F,1.81448772,0.015,0.218,0.767,CML91,3.2,252.0625,22.564,118.188,15.54,80.66,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,4.34,380.7834101,29.572,171.322,33.62,165.26,0.308333333,1.514666668,1.150666675,0.18,8.905
02F,1.39759392,0.096,0.275,0.629,CML92,2.6,194.6153846,28.2225,120.0125,16.2,50.6,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.72,427.311828,30.302,150.168,28.4,158.96,0.008333333,1.314583333,2.062916675,0.15,6.125
02F,1.54419739,0.147,0.847,0.006,CMV3,.,.,.,.,.,.,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.28,373.2926829,29.034,129.216,20,122.44,.,.,.,.,.
02F,1.57086564,0.013,0.928,0.059,CO109,.,.,.,.,.,.,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.4,508.1764706,30.172,156.652,30.36,172.78,.,.,.,.,.
02F,1.42058343,0.021,0.967,0.012,CO125,1.8,130,21.05,59.42,6.1,23.4,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,2.74,353.3576642,27.782,119.014,23.72,96.82,0.391666667,2.271666668,28.23333333,4.9,19.725
02F,1.76928661,0.009,0.647,0.344,CO255,1.94,100.8247423,21.204,94.322,6.22,19.56,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.34,305.988024,26.878,145.04,19.66,102.2,0.321666667,2.194666668,10.78233333,4.84,21.645
02F,1.52146914,0.004,0.614,0.382,D940Y,2.36,182.2033898,24.034,96.024,13.74,43,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.866666667,390.5172413,29.86,151.4533333,31.46666667,151,0.111666667,0.779666667,9.931333325,1.08,9.925
02F,1.44411393,0.018,0.98,0.002,DE1,3.18,237.7358491,28.33,106.404,16.64,75.6,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.52,526.1931818,29.99,153.024,35.2,185.22,0.298333333,1.368333333,4.741333325,0.37,6.375
02F,1.39759392,0.02,0.979,0.001,DE2,3.38,231.4792899,30.12,121.11,27.4,78.24,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.86,495.1295337,31.73,173.748,41.98,191.12,0.398333333,2.263333333,2.611666675,5.75,7.695
02F,1.00739628,0.779,0.218,0.003,DE811,1.65,39.39393939,20.715,48.905,4.175,6.5,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.28,486.6463415,29.344,149.768,28.72,159.62,0.466666667,2.439166668,33.49083333,5.8625,28.175
02F,1.84957904,0.24,0.734,0.026,DEexpt1,2.96,278.5810811,29.494,121.81,15.08,82.46,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,4.06,509.5073892,32.092,161.584,38.8,206.86,0.188333333,1.950333333,2.961666675,0.41,9.805
02F,1.71604765,0.006,0.923,0.071,E2558W,2.52,251.2698413,20.164,107.34,7.98,63.32,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.68,485.0543478,26.404,143.242,23.94,178.5,0.031666667,2.714666668,4.273333325,3.96,0.235
02F,2.04628933,0.001,0.461,0.538,EP1,2.2,151.3636364,21.5,103.0575,9.233333333,33.3,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.5,343.0285714,28.13,114.412,21.04,120.06,0.191666667,2.046666668,6.414583325,3.333333334,14.775
02F,2.04628933,0.002,0.534,0.464,F2,1.6,53.25,15.326,58.02,2.6,8.52,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.22,337.0186335,25.754,133.044,15,108.52,0.491666667,5.133666668,28.93333333,6.65,27.165
02F,1.54419739,0.026,0.421,0.553,F2834T,2.8,89.04761904,20.38333333,72.11,4.3,24.93333333,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,4.12,473.5436893,28.496,162.1,33.44,195.1,0.108333333,2.605000003,21.88833333,5.8,18.95833334
02F,1.78058617,0.01,0.62,0.37,F44,2.05,181.7073171,25.0625,79.79,8.025,37.25,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,2.76,333.1884058,26.99,107.732,16.32,91.96,0.266666667,0.265416668,18.04833333,3.9375,12.8
02F,1.84957904,0.005,0.745,0.25,F6,.,.,.,.,.,.,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.2,511.25,28.41,147.32,28,163.6,.,.,.,.,.
02F,1.81448772,0.07,0.608,0.322,F7,1.7,75.76470588,17.672,73.37,4.24,12.88,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,2.86,366.4335664,30.004,127.304,17.04,104.8,0.441666667,3.960666668,21.25833333,5.83,24.985
02F,2.00372972,0.004,0.979,0.017,GA209,2.366666667,140.9859155,21.20666667,83.91,11.33333333,33.36666667,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.8,345.6578947,26.8,109.752,21.95,131.35,0.108333333,2.193333333,15.98833333,2.283333335,14.74166667
02F,1.92368701,0.008,0.839,0.153,GT112,.,.,.,.,.,.,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.66,431.3114754,30.584,149.692,37.26,157.86,.,.,.,.,.
02F,0.83797813,0.969,0.029,0.002,H100,3.925,157.133758,25.7725,105.69,13.125,61.675,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,4.15,315.060241,29.25166667,166.265,29.21666667,130.75,0.670833333,0.089583332,5.098333325,1.3875,0.5875
02F,1.03864882,0.753,0.209,0.038,H105W,2.54,205.1181102,26.402,118.194,14.2,52.1,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.44,498.7790698,30.768,158.576,30.28,171.58,0.021666667,0.404333333,1.153666675,0.85,5.375
02F,1.59826461,0.002,0.995,0.003,H49,2.633333333,189.4936709,25.03333333,94.57666667,10.73333333,49.9,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.5,484.4571429,28.934,130.756,24.82,169.56,0.025,0.280000003,10.65499999,2.583333335,6.475
02F,1.23053983,0.714,0.281,0.005,H84,2.98,127.852349,23.506,96.22,12.94,38.1,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.4,391.6470588,28.51,137.024,26.4,133.16,0.198333333,1.043666668,9.833333325,1.48,12.375
02F,0.79975692,0.997,0.002,0.001,H91,2.48,291.6935484,23.904,135.834,17.84,72.34,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.5,458.3809523,30.61333333,182.3,36.86666667,160.4333333,0.051666667,0.844666668,9.973666675,0.97,4.745
02F,1.84957904,0.001,0.898,0.101,H95,2.3,222.6956522,23.414,105.382,8.9,51.22,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.36,410.6547619,29.614,149.684,25.88,137.98,0.141666667,1.089666668,5.252333325,3.5,5.815
02F,1.84957904,0.001,0.997,0.002,H99,2.725,126.6972477,24.37,100.9575,13.175,34.525,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.48,399.6551724,27.072,139.95,26.54,139.08,0.070833333,0.611666668,7.464583325,1.3625,14.1625
02F,1.5182219,0.207,0.019,0.774,Hi27,2.1,162,23.885,103.974,7.68,34.02,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.38,389.112426,28.87,135.268,23.92,131.52,0.241666667,0.854166667,5.956333325,4.11,14.415
02F,1.65542303,0,0,0,HP301,1.333333333,141.5000001,20.43,82.83666667,6.266666667,18.86666667,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,2.451111111,407.3844062,24.57,125.18,16.08333333,99.85444444,0.625,2.581666668,16.52499999,4.816666667,21.99166667
02F,1.65542303,0.079,0.898,0.023,Hy,2.833333333,75.41176473,20.26,66.84,5.733333333,21.36666667,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.36,406.6666667,29.662,137.024,24.5,136.64,0.125,2.666666668,24.52333333,5.083333334,20.74166667
02F,1.78058617,0.002,0.539,0.459,I137TN,.,.,.,.,.,.,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.86,383.8860104,28.306,137.692,25.2,148.18,.,.,.,.,.
02F,1.23053983,0.23,0.767,0.003,I205,.,.,.,.,.,.,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.74,372.2459893,28.738,132.112,25.26,139.22,.,.,.,.,.
02F,1.96290773,0,0,0,I29,1.46,173.9726027,24.168,84.624,14.12,25.4,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,2.7,518.3703704,26.984,144.364,32.24,139.96,0.561666667,0.712666667,15.63133333,0.89,18.725
02F,1.96290773,0,0,0,Ia2132,1.76,197.1590909,21.782,106.296,8.34,34.7,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,2.98,492.4161074,27.738,152.334,27.18,146.74,0.411666667,1.905666668,4.795333325,3.78,14.075
02F,1.78058617,0,0,0,Ia5125,2.166666667,61.07692305,17.76,43.59666667,1.7,13.23333333,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,2.92,511.6438356,27.15,142.354,22.32,149.4,0.208333333,3.916666668,36.14499999,7.1,24.80833334
02F,1.54419739,0,0,0,IDS28,1.14,329.122807,21.792,99.14,8.82,37.52,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,2.48,482.9032258,27.598,135.476,24.54,119.76,0.721666667,1.900666668,8.373333325,3.54,12.665
02F,1.78058617,0,0,0,IDS69,1.475,121.5254237,16.93,83.11,3.325,17.925,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,2.64,474.2424242,25.116,149.912,19.22,125.2,0.554166667,4.331666668,16.38833333,6.2875,22.4625
02F,1.65542303,0,0,0,IDS91,1.52,178.4210526,17.754,96.768,5.74,27.12,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,2.7,471.7037037,25.402,138.284,19.24,127.36,0.531666667,3.919666668,9.559333325,5.08,17.865
02F,1.78058617,0,0,0,Il101t,1.88,121.0638298,19.658,97.242,6.54,22.76,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.12,324.7435897,24.638,128.932,17.16,101.32,0.351666667,2.967666668,9.322333325,4.68,20.045
02F,1.65542303,0,0,0,Il14H,1.3,160,15.88,56.9,3,20.8,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.1525,327.850912,28.866,124.952,19.04,103.355,0.641666667,4.856666668,29.49333333,6.45,21.025
02F,1.44411393,0,0,0,Il677a,1.32,300.9090909,24.542,119.166,12.44,39.72,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.28,360.6097561,31.026,136.696,27.44,118.28,0.631666667,0.525666668,1.639666675,1.73,11.565
02F,1.81448772,0.087,0.886,0.027,K148,1.975,112.7848101,22.765,89.1625,10.625,22.275,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,4.16,311.3461538,30.258,144.576,33.4,129.52,0.304166667,1.414166668,13.36208333,2.6375,20.2875
02F,1.54419739,0.11,0.873,0.017,K4,2.216666667,244.8120301,21.055,108.09,10.48333333,54.26666667,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.04,459.3421053,29.674,153.952,26.46,139.64,0.183333333,2.269166668,3.898333325,2.708333335,4.291666665
02F,1.53289784,0.01,0.98,0.01,K55,2.8,71.42857143,28.965,84.77,11.2,20,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.8,383.6315789,30.446,149.086,29.98,145.78,0.108333333,1.685833333,15.55833333,2.35,21.425
02F,1.84957904,0.033,0.965,0.002,K64,3.325,202.3308271,26.27,105.4525,17.3,67.275,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.6,444.6666667,28.474,151.008,29.04,160.08,0.370833333,0.338333333,5.217083325,0.7,2.2125
02F,2.11453286,0.003,0.017,0.98,Ki11,2.48,189.0322581,30.112,93.468,18.38,46.88,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.61375,388.716707,32.374,144.008,34.8,140.4725,0.051666667,2.259333333,11.20933333,1.24,7.985
02F,2.29141179,0.003,0.003,0.994,Ki14,2.1,214.7619048,23.904,93.406,11.82,45.1,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.58,441.3407821,30.296,138.63,29.74,158,0.241666667,0.844666668,11.24033333,2.04,8.875
02F,1.92368701,0.001,0.018,0.981,Ki2007,2.36,174.9152542,25.618,110.894,15.32,41.28,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.76,313.5638298,29.226,157.374,32.66,117.9,0.111666667,0.012333332,2.496333325,0.29,10.785
02F,2.0907411,0.005,0.002,0.993,Ki2021,3.14,285.5414013,29.708,137,21.2,89.66,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.72,439.1935484,32.47,151.308,30.76,163.38,0.278333333,2.057333333,10.55666668,2.65,13.405
02F,2.29141179,0.004,0.005,0.991,Ki21,2.68,181.8656716,21.87,91.872,8.38,48.74,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,4.02,403.7313433,27.608,143.088,28.16,162.3,0.048333333,1.861666668,12.00733333,3.76,7.055
02F,2.0907411,0.001,0.393,0.606,Ki3,2.375,92.63157895,21.39,76.1975,7.625,22,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.86125,344.6293299,32.276,134.72,32.42,133.07,0.104166667,2.101666668,19.84458333,4.1375,20.425
02F,1.84957904,0.001,0.002,0.997,Ki43,1.525,149.5081967,20.245,92.565,8.125,22.8,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.6,363.4444444,30.322,161.032,31.62,130.84,0.529166667,2.674166668,11.66083333,3.8875,20.025
02F,1.84957904,0.029,0.048,0.923,Ki44,2.94,143.4693878,25.568,114.986,16.2,42.18,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.34,432.0958084,32.236,142.44,31.24,144.32,0.178333333,0.012666667,0.450333325,0.15,10.335
02F,1.70474809,0.008,0.859,0.133,Ky21,2.766666667,130.9638554,23.80333333,91.34666667,13.1,36.23333333,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.96,411.8737374,30.265,129.39,31.05,163.102,0.091666667,0.895000003,12.26999999,1.4,13.30833334
02F,2.40919483,0.011,0.732,0.257,Ky226,2.46,151.1382114,27.124,76.574,12.74,37.18,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,.,.,.,.,.,.,.,.,.,.,.
02F,1.4929041,0.134,0.709,0.157,Ky228,.,.,.,.,.,.,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.4,378.4705882,27.516,139.154,21.76,128.68,.,.,.,.,.
02F,1.81448772,0.001,0.99,0.009,L317,2.875,111.3043478,24.415,96.9775,12.675,32,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.3,274.3030303,27.22,114.132,20.24,90.52,0.145833333,0.589166667,9.454583325,1.6125,15.425
02F,1.78058617,0.007,0.297,0.696,L578,2.025,140.4938272,26.3175,90.325,13.475,28.45,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.1,371.7419355,29.596,122.13,22.86,115.24,0.279166667,0.362083332,12.78083333,1.2125,17.2
02F,1.37512106,0.012,0.849,0.139,M14,2.3,107.9347826,23.325,60.1575,7.625,24.825,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.24,416.7901235,30.858,133.016,24.3,135.04,0.141666667,1.134166668,27.86458333,4.1375,19.0125
02F,1.68527599,0.002,0.996,0.002,M162W,3.175,205.8267717,24.1475,96.5175,12.35,65.35,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.79625,459.7431676,29.575,135.45,24.86,174.53,0.295833333,0.722916667,9.684583325,1.775,1.25
02F,2.02356108,0.012,0.404,0.584,M37W,2.4,256.4166667,24.918,108.672,15.48,61.54,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.3,383.7651515,28.964,130.252,26.18,126.6425,0.091666667,0.337666667,3.607333325,0.21,0.655
02F,1.88594668,0.007,0.854,0.139,MEF156-55-2,.,.,.,.,.,.,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,2.775,351.7117117,22.91,132.99,14.4,97.6,.,.,.,.,.
02F,2.29141179,0.001,0.998,0.001,Mo17,2.433333333,151.7808219,18.896,114.852,7.3,36.93333333,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.983333333,377.6903767,26.59833333,158.2533333,23.11666667,150.4466667,0.075,3.348666668,0.517333325,4.3,12.95833334
02F,2.00372972,0.011,0.307,0.682,Mo18W,2,294.7,26.038,112.708,10.78,58.94,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.77625,407.5736511,31.956,153.72,27.92,153.91,0.291666667,0.222333333,1.589333325,2.56,1.955
02F,1.68527599,0.004,0.828,0.168,Mo1W,2.1,78.38095238,25.436,57.66333333,6.34,16.46,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.42,496.6666667,31.718,145.202,29.72,169.86,0.241666667,0.078666667,29.11166666,4.78,23.195
02F,1.54419739,0.108,0.727,0.165,Mo24W,2.175,212.8735632,29.9025,91.1225,18.4,46.3,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.28,391.8292683,33.272,118.996,29.42,128.52,0.204166667,2.154583333,12.38208333,1.25,8.275
02F,1.37512106,0.002,0.996,0.002,Mo44,1.7,268.9411765,23.392,111.358,10.98,45.72,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.075,436.1788618,26.946,134.604,24.1,134.125,0.441666667,1.100666668,2.264333325,2.46,8.565
02F,1.65542303,0.252,0.516,0.232,Mo45,2.42,199.6694215,26.232,145.496,17.22,48.32,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.44,318.0232558,24.516,157.288,24.58,109.4,0.081666667,0.319333333,14.80466668,0.66,7.265
02F,1.57086564,0.152,0.838,0.01,Mo46,3.12,137.2435897,23.726,79.132,13.52,42.82,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.78,330.5291005,27.57,148.366,27.32,124.94,0.268333333,0.933666668,18.37733333,1.19,10.015
02F,1.39759392,0.18,0.624,0.196,Mo47,1.58,245.3164557,24.09,92.594,8.1,38.76,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.5,379.4857143,29.314,146.264,23.76,132.82,0.501666667,0.751666668,11.64633333,3.9,12.045
02F,1.62643549,0.002,0.996,0.002,MoG,3.24,151.1111111,29.294,99.83,19.18,48.96,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.5,547.3142857,29.86,142.194,35.94,191.56,0.328333333,1.850333333,8.028333325,1.64,6.945
02F,1.54419739,0.102,0.641,0.257,Mp339,2.68,205.5970149,26.274,104.252,13.84,55.1,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,4.02,391.7910448,28.464,148.696,29.94,157.5,0.048333333,0.340333333,5.817333325,1.03,3.875
02F,1.78058617,0.002,0.884,0.114,MS1334,1.92,83.54166667,20.484,114.84,11.22,16.04,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.58,331.6759777,29.95,135.316,25.16,118.74,0.331666667,2.554666668,0.523333325,2.34,23.405
02F,1.39759392,0.063,0.865,0.072,MS153,2.78,141.294964,25.452,84.716,9.06,39.28,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.38,366.035503,30.142,131.452,20.7,123.72,0.098333333,0.070666667,15.58533333,3.42,11.785
02F,1.5182219,0.002,0.997,0.001,MS71,2.875,116.6956522,20.836,76.418,7.5,33.55,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.555,435.7735584,28.962,139.3,22.7,154.9175,0.145833333,2.378666668,19.73433333,4.2,14.65
02F,1.44548323,0.004,0.765,0.231,Mt42,1.68,75.83333333,20.494,83.61,7.12,12.74,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,2.66,428.0451128,30.276,141.844,21.16,113.86,0.451666667,2.549666668,16.13833333,4.39,25.055
02F,0.37776251,0.998,0.001,0.001,N192,3.2,155.75,25.572,109.098,12.84,49.84,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.4,380.4117647,30.372,139.09,27.66,129.34,0.308333333,0.010666668,3.394333325,1.53,6.505
02F,1.02290047,0.551,0.447,0.002,N28Ht,2.38,263.9495798,25.858,91.412,10.58,62.82,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3,469.9333333,29.022,126.672,22.72,140.98,0.101666667,0.132333333,12.23733333,2.66,0.015
02F,1.71604765,0.017,0.98,0.003,N6,2.7,180.8641975,22.49333333,94.39333333,10.16666667,48.83333333,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.48,441.3793103,29.096,150.806,27.26,153.6,0.058333333,1.550000003,10.74666666,2.866666665,7.008333335
02F,1.02290047,0.494,0.503,0.003,N7A,2.82,268.3687943,23.824,109.918,13.74,75.68,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.825,400.5228758,27.1625,142.3625,27.875,153.2,0.118333333,0.884666667,2.984333325,1.08,6.415
02F,1.39759392,0.004,0.874,0.122,NC222,1.92,147.7083333,21.34,76.186,9.3,28.36,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.6,412,34.118,125.28,31.56,148.32,0.331666667,2.126666668,19.85033333,3.3,17.245
02F,1.4929041,0.004,0.994,0.002,NC230,2.68,227.9850746,27.088,93.056,13.96,61.1,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,4,336.1,34.842,141.042,32.86,134.44,0.048333333,0.747333332,11.41533333,0.97,0.875
02F,1.65542303,0.068,0.839,0.093,NC232,2.72,170.9558824,29.158,102.226,14.88,46.5,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.54,454.0677966,32.212,150.54,31.62,160.74,0.068333333,1.782333333,6.830333325,0.51,8.175
02F,1.42058343,0.023,0.974,0.003,NC236,2.575,87.96116505,21.7075,92.6075,9.3,22.65,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.54,328.9265537,28.202,142.192,21.66,116.44,0.004166667,1.942916668,11.63958333,3.3,20.1
02F,2.18605128,0.004,0.989,0.007,NC238,1.75,68.28571429,26.37,82.38,12.15,11.95,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.4,502.2352941,31.572,167.808,38.72,170.76,0.416666667,0.388333333,16.75333333,1.875,25.45
02F,1.37512106,0.941,0.057,0.002,NC250,2.5,136.5333333,23.21333333,79.34666667,14.03333333,34.13333333,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.74,349.9465241,29.682,154.698,32.44,130.88,0.041666667,1.190000003,18.26999999,0.933333335,14.35833334
02F,1.5182219,0.001,0.997,0.002,NC258,2.22,147.027027,23.7,102.832,14.22,32.64,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.12,500.7051282,30.198,154.478,27.64,156.22,0.181666667,0.946666668,6.527333325,0.84,15.105
02F,1.28996325,0.005,0.992,0.003,NC260,2.66,182.7819549,20.406,113.12,12.3,48.62,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.366666667,359.0099011,27.36,146.8583333,29.46666667,120.8666667,0.038333333,2.593666668,1.383333325,1.8,7.115
02F,1.39759392,0.007,0.991,0.002,NC262,2.675,89.81308411,24.3975,81.64,8.025,24.025,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.26,479.6319018,30.632,142.856,25.16,156.36,0.045833333,0.597916667,17.12333333,3.9375,19.4125
02F,2.0907411,0.015,0.018,0.967,NC264,2.84,174.1549296,21.658,88.88,8.02,49.46,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.58,406.2569832,27.124,149.436,25.94,145.44,0.128333333,1.967666668,13.50333333,3.94,6.695
02F,0.33759646,0.998,0.001,0.001,NC268,2.36,225.4237288,19.964,132.712,13.18,53.2,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.04,345.3289474,25.858,140.784,22.84,104.98,0.111666667,2.814666668,8.412666675,1.36,4.825
02F,1.31058254,0.015,0.984,0.001,NC290A,2.75,176.6363636,26.3725,105.68,13.325,48.575,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,3.32,399.6385542,29.742,143.628,26.22,132.68,0.083333333,0.389583332,5.103333325,1.2875,7.1375
02F,0.11287935,0.999,0.001,1.10E-16,NC292,2.95,118.9830508,26.1575,71.9925,10.8,35.1,2.583333334,243.2903225,25.59333334,115.8866667,15.9,62.85,2.66,226.6165414,27.42,89.614,14.02,60.28,0.183333333,0.282083333,21.94708333,2.55,13.875
